"ID","Handle","Command","Title","Body HTML","Sort Order","Template Suffix","Updated At","Published","Published At","Published Scope","Image Src","Image Width","Image Height","Image Alt Text","Row #","Top Row","Product: ID","Product: Handle","Product: Position","Product: Command","Metafield: title_tag [string]","Metafield: description_tag [string]","Metafield: nogin.element_data [json]","Metafield: nogin.layout [single_line_text_field]"
"93832872032","frontpage","MERGE","Home page","","Best Selling","","2025-02-05 15:49:47 -0800","true","2019-04-29 16:10:41 -0700","web","","","","","1","true","","","","","","","{""__id"":"""",""name"":""Home page"",""slug"":""frontpage"",""type"":""manual"",""__type"":""Collection"",""layout"":"""",""sortBy"":""best-selling"",""products"":[{""sourceId"":""2113757741152"",""productId"":""cl65bdw7u1056481hjuyheyjayh""}],""matchType"":""match_all"",""conditions"":[],""__elementId"":""cl65bjod4nofv1gikbggt8jr0"",""description"":null,""hiddenProducts"":[],""collectionBanner"":[]}","cl66zz30o2adr1tic6kk88lzu"
"293642141859","pre-black-friday-sale","MERGE","PRE-BLACK FRIDAY SALE","","Best Selling","","2025-11-05 04:03:03 -0800","","","web","https://cdn.shopify.com/s/files/1/0096/9926/2560/collections/20221107_MCDA_48HR_FLASH_SALE_DAY_1_CAT_DT_1.jpg?v=1667843203","3840","950","","2","true","5949617373347","hex-reversible-shooter-arm-sleeve-single-usa-camo","","MERGE","","","",""
"293662720163","womens-hex-basketball","MERGE","Women's Hex Basketball","<p></p>","Manual","","2025-11-11 04:03:42 -0800","true","2022-11-08 15:32:27 -0800","web","","","","","3","true","8829251977379","hex-viz-full-leg-sleeve-single","1","MERGE","","","{""name"":""Women's Hex Basketball"",""slug"":""womens-hex-basketball"",""type"":""manual"",""__type"":""Collection"",""layout"":""#ref:Layout:cl66zz30o2adr1tic6kk88lzu"",""sortBy"":""manual"",""_layout"":{""name"":""Collection Layout"",""slug"":"""",""__type"":""Layout"",""default"":true,""elements"":[{""gap"":""0px"",""__id"":"""",""name"":""HERO"",""style"":{""__id"":"""",""__type"":""ContainerStyle"",""topType"":""auto"",""leftType"":""auto"",""topValue"":""0px"",""borderTop"":""0px"",""leftValue"":""0px"",""marginTop"":""0px"",""widthType"":""auto"",""borderLeft"":""0px"",""heightType"":""auto"",""marginLeft"":""0px"",""paddingTop"":""0px"",""visibility"":""visible"",""widthValue"":""0px"",""__elementId"":"""",""borderColor"":"""",""borderRight"":""0px"",""heightValue"":""0px"",""marginRight"":""0px"",""paddingLeft"":""0px"",""borderBottom"":""0px"",""borderRadius"":""0px"",""marginBottom"":""0px"",""paddingRight"":""0px"",""paddingBottom"":""0px"",""backgroundColor"":"""",""borderThickness"":""0px""},""__type"":""Section"",""format"":""column"",""elements"":[{""__id"":"""",""name"":""Collection Hero"",""type"":""element"",""__type"":""Placement"",""element"":""#schema:ResponsiveImage"",""_element"":{""icon"":""image"",""name"":""ResponsiveImage"",""label"":""Image"",""category"":""Content""},""__elementId"":""cl6708l7v00033g6anfkt2it2""},{""__id"":"""",""__type"":""Breadcrumb"",""homeLink"":""/"",""homeTitle"":""Home"",""separator"":""/"",""__elementId"":""cl6l5x8bp000u3g6a368087x9""},{""__id"":"""",""html"":""<h1>{{name}}</h1><p>{{description}}</p>"",""style"":{""__id"":"""",""__type"":""ContainerStyle"",""topType"":""auto"",""leftType"":""auto"",""topValue"":""0px"",""borderTop"":""0px"",""leftValue"":""0px"",""marginTop"":""0px"",""widthType"":""auto"",""borderLeft"":""0px"",""heightType"":""auto"",""marginLeft"":""0px"",""paddingTop"":""0px"",""visibility"":""visible"",""widthValue"":""0px"",""__elementId"":"""",""borderColor"":"""",""borderRight"":""0px"",""heightValue"":""0px"",""marginRight"":""0px"",""paddingLeft"":""0px"",""borderBottom"":""0px"",""borderRadius"":""0px"",""marginBottom"":""0px"",""paddingRight"":""0px"",""paddingBottom"":""0px"",""backgroundColor"":"""",""borderThickness"":""0px""},""__type"":""Html"",""__elementId"":""cl83ct42p00033b6b4ft234n4""}],""alignment"":""left"",""__elementId"":""cl6mlusk400043g6a23f5psdb"",""desktopStyle"":{""__id"":"""",""__type"":""ContainerStyle"",""topType"":""auto"",""leftType"":""auto"",""topValue"":""0px"",""borderTop"":""0px"",""leftValue"":""0px"",""marginTop"":""0px"",""widthType"":""auto"",""borderLeft"":""0px"",""heightType"":""auto"",""marginLeft"":""0px"",""paddingTop"":""0px"",""visibility"":""visible"",""widthValue"":""0px"",""__elementId"":"""",""borderColor"":"""",""borderRight"":""0px"",""heightValue"":""0px"",""marginRight"":""0px"",""paddingLeft"":""0px"",""borderBottom"":""0px"",""borderRadius"":""0px"",""marginBottom"":""0px"",""paddingRight"":""0px"",""paddingBottom"":""0px"",""backgroundColor"":"""",""borderThickness"":""0px""},""desktopStyleEnabled"":false},{""gap"":""0px"",""__id"":"""",""name"":""Filter Button & Sort"",""style"":{""__id"":"""",""__type"":""ContainerStyle"",""topType"":""auto"",""leftType"":""auto"",""topValue"":""0px"",""borderTop"":""0px"",""leftValue"":""0px"",""marginTop"":""0px"",""widthType"":""auto"",""borderLeft"":""0px"",""heightType"":""auto"",""marginLeft"":""0px"",""paddingTop"":""0px"",""visibility"":""visible"",""widthValue"":""0px"",""__elementId"":"""",""borderColor"":"""",""borderRight"":""0px"",""heightValue"":""0px"",""marginRight"":""0px"",""paddingLeft"":""0px"",""borderBottom"":""0px"",""borderRadius"":""0px"",""marginBottom"":""0px"",""paddingRight"":""0px"",""paddingBottom"":""0px"",""backgroundColor"":"""",""borderThickness"":""0px""},""__type"":""Section"",""format"":""row"",""elements"":[{""__id"":"""",""link"":""#"",""title"":""HIDE FILTERS"",""__type"":""Button"",""action"":""link"",""__elementId"":""cl6mfp3x600033g6awibeaz3d"",""buttonStyle"":""custom"",""customStyle"":{""__id"":"""",""name"":""Button Name"",""__type"":""ButtonStyle"",""fontSize"":""11px"",""marginTop"":""0px"",""textColor"":""#000"",""widthType"":""auto"",""marginLeft"":""0px"",""paddingTop"":""5px"",""widthValue"":""0px"",""__elementId"":"""",""borderColor"":""#e0e0e0"",""marginRight"":""0px"",""paddingLeft"":""10px"",""borderRadius"":""3px"",""marginBottom"":""0px"",""paddingRight"":""10px"",""paddingBottom"":""5px"",""textColorHover"":""#000"",""backgroundColor"":""#FFF"",""borderThickness"":""1px"",""borderColorHover"":""#e0e0e0"",""backgroundColorHover"":""#F0F0F0""},""modalActions"":""close-modal"",""collectionActions"":""reset-collection-filters""},{""__id"":"""",""mode"":""automatic"",""name"":""SORT BY:"",""__type"":""CollectionFilter"",""sortBy"":""most"",""options"":[],""hideEmpty"":false,""hideTitle"":false,""maxHeight"":""500px"",""tagPrefix"":"""",""filterType"":""sorter"",""__elementId"":""cl6m9sw8z00003g6ao74sxkxp"",""displayType"":""dropdown"",""priceRanges"":[],""sortOptions"":[{""type"":""manual"",""title"":""Featured""},{""type"":""best-selling"",""title"":""Best Selling""},{""type"":""price-asc"",""title"":""Lowest Price""},{""type"":""price-desc"",""title"":""Highest Price""},{""type"":""alpha-asc"",""title"":""Alphabetical: A-Z""},{""type"":""alpha-desc"",""title"":""Alphabetical: Z-A""},{""type"":""created-desc"",""title"":""Newest""}],""swatchWidth"":""25px"",""textPadding"":""0px"",""textSpacing"":""15px"",""colorMapping"":[],""swatchHeight"":""25px"",""textFontSize"":""13px"",""textShowIcon"":true,""defaultClosed"":""off"",""swatchSpacing"":""15px"",""textFontColor"":""#555"",""titleFontSize"":""16px"",""showItemCounts"":false,""swatchFontSize"":""10px"",""titleFontColor"":""#000"",""countBadgeWidth"":""25px"",""swatchHideLabel"":false,""textBorderColor"":""#555"",""textGridColumns"":1,""textBorderRadius"":""0px"",""coundtBadgeHeight"":""25px"",""countBadgeSpacing"":""15px"",""swatchBorderColor"":""#555"",""countBadgeFontSize"":""15px"",""swatchBorderRadius"":""50px"",""countBadgeFontColor"":""#555"",""textBackgroundColor"":"""",""textBorderThickness"":""0px"",""textDisabledOpacity"":0.25,""textShowFacetCounts"":true,""textContentAlignment"":""flex-start"",""countBadgeBorderColor"":""#555"",""swatchBorderThickness"":""1px"",""swatchDisabledOpacity"":0.25,""textFontSelectedColor"":""rgba(87, 169, 210, 1)"",""countBadgeBorderRadius"":""50px"",""textBorderSelectedColor"":"""",""textOnlyShowWithMapping"":false,""countBadgeBackgroundColor"":""#555"",""countBadgeBorderThickness"":""2px"",""swatchOnlyShowWithMapping"":false,""swatchSelectedBorderColor"":""rgb(4, 166, 241)"",""textBackgroundSelectedColor"":""""}],""alignment"":""center"",""__elementId"":""cl6l5qczv000h3g6aoku9twoa"",""desktopStyle"":{""__id"":"""",""__type"":""ContainerStyle"",""topType"":""auto"",""leftType"":""auto"",""topValue"":""0px"",""borderTop"":""0px"",""leftValue"":""0px"",""marginTop"":""0px"",""widthType"":""auto"",""borderLeft"":""0px"",""heightType"":""auto"",""marginLeft"":""0px"",""paddingTop"":""0px"",""visibility"":""visible"",""widthValue"":""0px"",""__elementId"":"""",""borderColor"":"""",""borderRight"":""0px"",""heightValue"":""0px"",""marginRight"":""0px"",""paddingLeft"":""0px"",""borderBottom"":""0px"",""borderRadius"":""0px"",""marginBottom"":""0px"",""paddingRight"":""0px"",""paddingBottom"":""0px"",""backgroundColor"":"""",""borderThickness"":""0px""},""desktopStyleEnabled"":false},{""__id"":"""",""name"":""Main Container"",""__type"":""ColumnLayout"",""columns"":""1"",""__elementId"":""cl6701kh900013g6a7mr15uk6"",""elementsCol1"":[{""__id"":"""",""name"":""Filters"",""width"":""600px"",""__type"":""Modal"",""height"":""400px"",""display"":""mobile"",""elements"":[{""__id"":"""",""mode"":""automatic"",""name"":""COLORS"",""__type"":""CollectionFilter"",""sortBy"":""most"",""options"":[],""hideEmpty"":false,""hideTitle"":false,""maxHeight"":""500px"",""tagPrefix"":""Color:"",""filterType"":""tag"",""__elementId"":""cl67029jg00023g6akhlixnpr"",""displayType"":""color-picker"",""priceRanges"":[],""sortOptions"":[{""type"":""manual"",""title"":""Featured""},{""type"":""best-selling"",""title"":""Best Selling""},{""type"":""price-asc"",""title"":""Lowest Price""},{""type"":""price-desc"",""title"":""Highest Price""},{""type"":""alpha-asc"",""title"":""Alphabetical: A-Z""},{""type"":""alpha-desc"",""title"":""Alphabetical: Z-A""},{""type"":""created-desc"",""title"":""Newest""}],""swatchWidth"":""25px"",""textPadding"":""0px"",""textSpacing"":""15px"",""colorMapping"":[],""swatchHeight"":""25px"",""textFontSize"":""13px"",""textShowIcon"":true,""defaultClosed"":""off"",""swatchSpacing"":""15px"",""textFontColor"":""#555"",""titleFontSize"":""16px"",""showItemCounts"":false,""swatchFontSize"":""10px"",""titleFontColor"":""#000"",""countBadgeWidth"":""25px"",""swatchHideLabel"":false,""textBorderColor"":""#555"",""textGridColumns"":1,""textBorderRadius"":""0px"",""coundtBadgeHeight"":""25px"",""countBadgeSpacing"":""15px"",""swatchBorderColor"":""#555"",""countBadgeFontSize"":""15px"",""swatchBorderRadius"":""50px"",""countBadgeFontColor"":""#555"",""textBackgroundColor"":"""",""textBorderThickness"":""0px"",""textDisabledOpacity"":0.25,""textShowFacetCounts"":true,""textContentAlignment"":""flex-start"",""countBadgeBorderColor"":""#555"",""swatchBorderThickness"":""1px"",""swatchDisabledOpacity"":0.25,""textFontSelectedColor"":""rgba(87, 169, 210, 1)"",""countBadgeBorderRadius"":""50px"",""textBorderSelectedColor"":"""",""textOnlyShowWithMapping"":false,""countBadgeBackgroundColor"":""#555"",""countBadgeBorderThickness"":""2px"",""swatchOnlyShowWithMapping"":false,""swatchSelectedBorderColor"":""rgb(4, 166, 241)"",""textBackgroundSelectedColor"":""""},{""__id"":"""",""mode"":""automatic"",""name"":""PRICE"",""__type"":""CollectionFilter"",""sortBy"":""most"",""options"":[],""hideEmpty"":false,""hideTitle"":false,""maxHeight"":""500px"",""tagPrefix"":"""",""filterType"":""price"",""__elementId"":""cl6gwj3it00003g6aw4jrzwlw"",""displayType"":""text-picker"",""priceRanges"":[{""title"":""Under $25"",""maxPrice"":""25""},{""title"":""$25 - $50"",""maxPrice"":""50"",""minPrice"":""25""},{""title"":""$50 - $75"",""maxPrice"":""75"",""minPrice"":""50""},{""title"":""$75 - $100"",""maxPrice"":""100"",""minPrice"":""75""},{""title"":""Above $100"",""maxPrice"":""99999"",""minPrice"":""100""}],""sortOptions"":[{""type"":""manual"",""title"":""Featured""},{""type"":""best-selling"",""title"":""Best Selling""},{""type"":""price-asc"",""title"":""Lowest Price""},{""type"":""price-desc"",""title"":""Highest Price""},{""type"":""alpha-asc"",""title"":""Alphabetical: A-Z""},{""type"":""alpha-desc"",""title"":""Alphabetical: Z-A""},{""type"":""created-desc"",""title"":""Newest""}],""swatchWidth"":""25px"",""textPadding"":""0px"",""textSpacing"":""15px"",""colorMapping"":[],""swatchHeight"":""25px"",""textFontSize"":""13px"",""textShowIcon"":false,""defaultClosed"":""off"",""swatchSpacing"":""15px"",""textFontColor"":""#555"",""titleFontSize"":""16px"",""showItemCounts"":false,""swatchFontSize"":""10px"",""titleFontColor"":""#000"",""countBadgeWidth"":""25px"",""swatchHideLabel"":false,""textBorderColor"":""#555"",""textGridColumns"":1,""textBorderRadius"":""0px"",""coundtBadgeHeight"":""25px"",""countBadgeSpacing"":""15px"",""swatchBorderColor"":""#555"",""countBadgeFontSize"":""15px"",""swatchBorderRadius"":""50px"",""countBadgeFontColor"":""#555"",""textBackgroundColor"":"""",""textBorderThickness"":""0px"",""textDisabledOpacity"":0.25,""textShowFacetCounts"":true,""textContentAlignment"":""flex-start"",""countBadgeBorderColor"":""#555"",""swatchBorderThickness"":""1px"",""swatchDisabledOpacity"":0.25,""textFontSelectedColor"":""rgba(87, 169, 210, 1)"",""countBadgeBorderRadius"":""50px"",""textBorderSelectedColor"":"""",""textOnlyShowWithMapping"":false,""countBadgeBackgroundColor"":""#555"",""countBadgeBorderThickness"":""2px"",""swatchOnlyShowWithMapping"":false,""swatchSelectedBorderColor"":""rgb(4, 166, 241)"",""textBackgroundSelectedColor"":""""},{""__id"":"""",""name"":""Collections"",""type"":""elements"",""__type"":""Placement"",""element"":"""",""__elementId"":""cl6c9w0hr00043g6ax355aqiu""}],""__elementId"":""cl6m9gcdh00003g6a1b2ksjl3"",""displayMode"":""popup"",""footerElements"":[],""launcherElements"":[{""__id"":"""",""link"":""/"",""title"":""Filters"",""__type"":""Button"",""action"":""modal"",""__elementId"":""cl6m9icjy00013g6alzcknmh4"",""buttonStyle"":""custom"",""customStyle"":{""__id"":"""",""name"":""Button Name"",""__type"":""ButtonStyle"",""fontSize"":""11px"",""marginTop"":""0px"",""textColor"":""#000"",""widthType"":""auto"",""marginLeft"":""0px"",""paddingTop"":""5px"",""widthValue"":""0px"",""__elementId"":"""",""borderColor"":""#e0e0e0"",""marginRight"":""0px"",""paddingLeft"":""10px"",""borderRadius"":""3px"",""marginBottom"":""0px"",""paddingRight"":""10px"",""paddingBottom"":""5px"",""textColorHover"":""#000"",""backgroundColor"":""#FFF"",""borderThickness"":""1px"",""borderColorHover"":""#e0e0e0"",""backgroundColorHover"":""#F0F0F0""},""modalActions"":""close-modal"",""collectionActions"":""reset-collection-filters""}]},{""__id"":"""",""mode"":""automatic"",""name"":""SORT"",""__type"":""CollectionFilter"",""sortBy"":""most"",""options"":[],""hideEmpty"":false,""hideTitle"":false,""maxHeight"":""500px"",""tagPrefix"":"""",""filterType"":""sorter"",""__elementId"":""cl6ma62zq00023g6a75rthma7"",""displayType"":""dropdown"",""priceRanges"":[],""sortOptions"":[{""type"":""manual"",""title"":""Featured""},{""type"":""best-selling"",""title"":""Best Selling""},{""type"":""price-asc"",""title"":""Lowest Price""},{""type"":""price-desc"",""title"":""Highest Price""},{""type"":""alpha-asc"",""title"":""Alphabetical: A-Z""},{""type"":""alpha-desc"",""title"":""Alphabetical: Z-A""},{""type"":""created-desc"",""title"":""Newest""}],""swatchWidth"":""25px"",""textPadding"":""0px"",""textSpacing"":""15px"",""colorMapping"":[],""swatchHeight"":""25px"",""textFontSize"":""13px"",""textShowIcon"":true,""defaultClosed"":""off"",""swatchSpacing"":""15px"",""textFontColor"":""#555"",""titleFontSize"":""16px"",""showItemCounts"":false,""swatchFontSize"":""10px"",""titleFontColor"":""#000"",""countBadgeWidth"":""25px"",""swatchHideLabel"":false,""textBorderColor"":""#555"",""textGridColumns"":1,""textBorderRadius"":""0px"",""coundtBadgeHeight"":""25px"",""countBadgeSpacing"":""15px"",""swatchBorderColor"":""#555"",""countBadgeFontSize"":""15px"",""swatchBorderRadius"":""50px"",""countBadgeFontColor"":""#555"",""textBackgroundColor"":"""",""textBorderThickness"":""0px"",""textDisabledOpacity"":0.25,""textShowFacetCounts"":true,""textContentAlignment"":""flex-start"",""countBadgeBorderColor"":""#555"",""swatchBorderThickness"":""1px"",""swatchDisabledOpacity"":0.25,""textFontSelectedColor"":""rgba(87, 169, 210, 1)"",""countBadgeBorderRadius"":""50px"",""textBorderSelectedColor"":"""",""textOnlyShowWithMapping"":false,""countBadgeBackgroundColor"":""#555"",""countBadgeBorderThickness"":""2px"",""swatchOnlyShowWithMapping"":false,""swatchSelectedBorderColor"":""rgb(4, 166, 241)"",""textBackgroundSelectedColor"":""""}],""elementsCol2"":[{""__id"":"""",""__type"":""CollectionProductListing"",""showOos"":false,""__elementId"":""cl66zyvwd00003g6ahhxit7xt"",""gridSpacing"":""25px"",""emptyMessage"":""Sorry! We don’t have any products that match your filters."",""paginationSize"":32,""paginationMethod"":""pager"",""placeholderImage"":{""alt"":"""",""__id"":"""",""href"":"""",""__type"":""ResponsiveImage"",""imagePath"":"""",""__elementId"":"""",""largeBreakpoint"":1280,""lazyLoadEnabled"":false,""smallBreakpoint"":320,""desktopImagePath"":"""",""mediumBreakpoint"":640,""desktopImageEnabled"":false},""gridColumnsMobile"":2,""productCardLayout"":{""__id"":"""",""__type"":""ProductCardLayout"",""cardLayout"":[{""html"":""<p></p>"",""type"":""image"",""className"":"""",""swatchLimit"":5,""swatchStyle"":""standard"",""desktopSwatchLimit"":5,""desktopSwatchStyle"":""standard"",""useMouseOverSwatchChange"":false,""desktopSwatchStyleEnabled"":false},{""html"":""<p></p>"",""type"":""family"",""swatchLimit"":5,""swatchStyle"":""standard"",""desktopSwatchLimit"":5,""desktopSwatchStyle"":""standard""},{""html"":""<p></p>"",""type"":""title"",""className"":"""",""swatchLimit"":5,""swatchStyle"":""standard"",""desktopSwatchLimit"":5,""desktopSwatchStyle"":""standard"",""useMouseOverSwatchChange"":false,""desktopSwatchStyleEnabled"":false},{""html"":""<p></p>"",""type"":""price"",""className"":"""",""swatchLimit"":5,""swatchStyle"":""standard"",""desktopSwatchLimit"":5,""desktopSwatchStyle"":""standard"",""useMouseOverSwatchChange"":false,""desktopSwatchStyleEnabled"":false},{""html"":""<p></p>"",""type"":""custom-footer"",""swatchLimit"":5,""swatchStyle"":""standard"",""desktopSwatchLimit"":5,""desktopSwatchStyle"":""standard""}],""__elementId"":""""},""gridColumnsDesktop"":""3""}],""elementsCol3"":[],""elementsCol4"":[],""columnSpacing"":""25px""}],""undefined"":""collection-layout"",""layoutType"":""page"",""__elementId"":""cl66zyf9t1pio1tig2ikuax25"",""contentType"":""#schema:Collection"",""layoutStyle"":""fullWidth"",""_contentType"":{""icon"":""square"",""name"":""Collection"",""slug"":""collections"",""label"":""Collection"",""category"":""Catalog""},""collectionSettings"":""""},""products"":[{""sourceId"":""7896950112419"",""productId"":""cl9yow1v63170601fjzm8zl5l5m""},{""sourceId"":""7896950046883"",""productId"":""cl9yow0vi3111841fjzwx3xyl8y""},{""sourceId"":""7896950079651"",""productId"":""cl9yow1cz3141101fjzda6eypb9""},{""sourceId"":""7406108410019"",""productId"":""cl65bhp6e2315301hju9wz4n1mp""},{""sourceId"":""7406091534499"",""productId"":""cl65bhorn2309761hjusegi3ln1""},{""sourceId"":""2113836220512"",""productId"":""cl65bfwph1736041hjuugfwo6r8""},{""sourceId"":""5917628334243"",""productId"":""cl65bh35a2089741hjuqr29g5b1""},{""sourceId"":""5915049623715"",""productId"":""cl65bgvny2022581hjue3lcac4x""},{""sourceId"":""2113789886560"",""productId"":""cl65ber4n1346311hju6paqqm3p""},{""sourceId"":""5915036975267"",""productId"":""cl65bgvav2020111hju71dx1qfs""},{""sourceId"":""5913975160995"",""productId"":""cl65bguvs2016821hjutyr8cv6q""},{""sourceId"":""5915057488035"",""productId"":""cl65bgw132024851hjub3nfkkrc""},{""sourceId"":""2113784217696"",""productId"":""cl65beor91316811hjuh86usa25""},{""sourceId"":""5881132843171"",""productId"":""cl65bgoto1976911hju1j4lty7o""},{""sourceId"":""5881104236707"",""productId"":""cl65bgmrc1958041hjul97uowtc""},{""sourceId"":""5881127764131"",""productId"":""cl65bgnvt1967591hju1er9pqau""},{""sourceId"":""5881113313443"",""productId"":""cl65bgnjb1964181hjuum2gz77w""},{""sourceId"":""5720766316707"",""productId"":""cl65bgk8q1941971hju038jdn26""},{""sourceId"":""2113794441312"",""productId"":""cl65besym1367311hjuchp2r5e0""},{""sourceId"":""5917401677987"",""productId"":""cl65bh2oz2083531hjufh39k4no""},{""sourceId"":""2113844117600"",""productId"":""cl65bg5kx1828041hjuas5qzdfo""},{""sourceId"":""5917851582627"",""productId"":""cl65bh3rl2100411hjucz2zfrk1""}],""matchType"":""match_all"",""conditions"":[],""__elementId"":""cla8vaju1gwww1hju49gd2ma2"",""description"":""<p></p>"",""_contentType"":{""icon"":""square"",""name"":""Collection"",""slug"":""collections"",""label"":""Collection"",""category"":""Catalog""},""collectionHero"":{""alt"":"""",""href"":"""",""__type"":""ResponsiveImage"",""imagePath"":"""",""__elementId"":""clakm3udj00003567szwcvulf"",""largeBreakpoint"":1280,""lazyLoadEnabled"":false,""smallBreakpoint"":320,""desktopImagePath"":"""",""mediumBreakpoint"":640,""desktopImageEnabled"":false},""hiddenProducts"":[],""collectionBanner"":[]}","cl66zz30o2adr1tic6kk88lzu"
"293662720163","womens-hex-basketball","MERGE","Women's Hex Basketball","","Manual","","2025-11-11 04:03:42 -0800","true","2022-11-08 15:32:27 -0800","web","","","","","4","","8829255549091","hex-viz-arm-sleeve-single-black-grey","2","MERGE","","","",""
"293662720163","womens-hex-basketball","MERGE","Women's Hex Basketball","","Manual","","2025-11-11 04:03:42 -0800","true","2022-11-08 15:32:27 -0800","web","","","","","5","","8829257547939","hex-viz-arm-sleeve-single-white-grey","3","MERGE","","","",""
"293662720163","womens-hex-basketball","MERGE","Women's Hex Basketball","","Manual","","2025-11-11 04:03:42 -0800","true","2022-11-08 15:32:27 -0800","web","","","","","6","","8829265477795","hex-knee-elbow-shin-pads-pair-black-grey","4","MERGE","","","",""
"293662720163","womens-hex-basketball","MERGE","Women's Hex Basketball","","Manual","","2025-11-11 04:03:42 -0800","true","2022-11-08 15:32:27 -0800","web","","","","","7","","8829295132835","hex-viz-knee-elbow-shin-pads-pair-white-grey","5","MERGE","","","",""
"293662720163","womens-hex-basketball","MERGE","Women's Hex Basketball","","Manual","","2025-11-11 04:03:42 -0800","true","2022-11-08 15:32:27 -0800","web","","","","","8","","7942651117731","hex-force-arm-sleeve-single-black","6","MERGE","","","",""
"293662720163","womens-hex-basketball","MERGE","Women's Hex Basketball","","Manual","","2025-11-11 04:03:42 -0800","true","2022-11-08 15:32:27 -0800","web","","","","","9","","7406108410019","hex-force-leg-sleeves-pair-white","7","MERGE","","","",""
"293662720163","womens-hex-basketball","MERGE","Women's Hex Basketball","","Manual","","2025-11-11 04:03:42 -0800","true","2022-11-08 15:32:27 -0800","web","","","","","10","","7406091534499","hex-force-leg-sleeves-pair-black","8","MERGE","","","",""
